RequestID,Boro,Yr,M,D,HH,MM,Vol,SegmentID,WktGeom,Street,fromSt,toSt,Direction
26510,Manhattan,2017,11,2,15,30,228,32283,POINT (983494.3420295834 208689.11094634762),8 AVENUE,Greenwich Avenue,14 Street/canarsie Line,NB\
7801,Manhattan,2011,8,8,16,45,181,158607,POINT (996142.3 223659.3),PARK AV,E 87 ST,E 86 ST,SB\
30525,Brooklyn,2019,10,21,0,45,5,24379,POINT (988366.918532041 190162.82699081305),SCHERMERHORN STREET,Fulton Street Line,Bond Street,WB\
15771,Bronx,2013,10,27,14,0,7,94244,POINT (1030653.1 245598.7),EDISON AV,DUDLEY AV,HARRINGTON AV,NB\
19450,Brooklyn,2015,4,15,1,15,21,25681,POINT (995421.7056231128 150528.86179251716),CONEY ISLAND AVENUE,Brighton 10 Street,Ocean View Avenue,NB\
18074,Queens,2014,10,17,11,0,64,152030,POINT (1024387.4171111983 215137.86492033562),34 AVENUE,Dead End,114 Street,EB\
26983,Bronx,2017,10,6,2,0,0,9002408,POINT (1018251.8388799207 239504.4130810832),BOYNTON AVENUE,Dead end,Bruckner Boulevard,SB\
15798,Brooklyn,2013,10,28,2,30,0,161847,POINT (984802.9 179238.6),27 ST,5 AV,4 AV,EB\
3422,Brooklyn,2009,6,1,6,45,31,17869,POINT (979679.6 172151.2),N/B 5TH AVE @ 60 ST,61 ST,60 ST,NB\
17546,Queens,2014,6,21,0,45,76,171402,POINT (1051720.5 182164.9),N CONDUIT AV,BELT PKWY WB EXIT 22,SPRINGFIELD BLVD,WB\
28842,Brooklyn,2018,11,6,7,15,101,31353,POINT (999492.5131498185 195230.8777798906),BROADWAY,Gerry Street,Bartlett Street,NB\
28260,Bronx,2018,6,1,6,30,84,89224,POINT (1024999.269621741 264248.50281225983),EAST 233 STREET,Bussing Avenue,Bronxwood Avenue,EB\
29131,Bronx,2018,10,8,17,45,6,136704,POINT (1011837.7646063401 242167.67037379992),BOSTON ROAD,Dead end,Clinton Avenue,WB\
31054,Queens,2019,10,12,15,0,44,101668,POINT (1056545.720609593 212729.51162885368),DOUGLASTON PARKWAY,68 Avenue,69 Avenue,SB\
16192,Queens,2013,11,18,1,30,27,151734,POINT (1026299.9 189928),WOODHAVEN BLVD,ATLANTIC AV,95 AV,NB\
26107,Brooklyn,2016,10,21,23,45,11,166955,POINT (1009567.725444397 156311.47890786157),BELT PARKWAY EXIT 11 SOUTH WB,Belt Parkway,Dead End,WB\
11276,Brooklyn,2012,12,13,5,15,33,42495,POINT (1006566.4 177206.2),CHURCH AV,REMSEN AV,E 91 ST,EB\
21682,Manhattan,2015,10,31,20,45,68,219690,POINT (1001709.4389546403 235281.00445188515),EAST 135 STREET,Pedestrian Path,Madison Avenue,WB\
25982,Brooklyn,2016,10,6,7,0,201,265948,POINT (988479.0272026234 194105.07208515838),BQE EASTBOUND ENTRANCE SANDS ST,Sands Street,Brooklyn Queens Ep Et 29 A Eb,SB\
7836,Bronx,2011,4,26,3,30,37,143850,POINT (1035362.1 262700.9),HUTCHINSON RIVER PKWY,NEW ENGLAND THRWY,BOSTON POST RD,NB\
31065,Manhattan,2019,10,9,22,0,354,229411,POINT (980777.624927884 200863.62012947293),WEST STREET,Tribeca Bridge,Dead end,NB\
18701,Bronx,2014,11,13,12,30,121,78991,POINT (1015732.2889371458 246420.6774708576),EAST TREMONT AVENUE,Marmion Avenue,Southern Boulevard,WB\
1159,Manhattan,2011,8,1,21,30,98,34212,POINT (989405.6 216574.4),W 51 ST,6 AV,7 AV,WB\
17759,Manhattan,2014,7,28,3,30,10,34421,POINT (989007.5 224208.8),WEST END AV,W 75 ST,W 76 ST,SB\
31075,Staten Island,2019,9,23,14,15,128,112136,POINT (950483.5097132322 147566.74671230628),AMBOY ROAD,3 Street,Dale Avenue,NB\
28834,Brooklyn,2018,11,17,9,15,121,158129,POINT (989217.7546002327 186655.77200993604),4 AVENUE,Douglass Street,De Graw Street,SB\
11576,Brooklyn,2013,1,26,7,30,1,30969,POINT (996988.7 198354.3),S 1 ST,RODNEY ST,KEAP ST,WB\
31054,Queens,2019,9,24,10,0,50,97492,POINT (1043210.8881822464 217922.07958690097),35 AVENUE,Francis Lewis Boulevard,200 Street,EB\
21836,Manhattan,2015,10,20,0,0,44,158592,POINT (997350.6014078573 225701.76900578686),PARK AVENUE,East 95 Street,East 96 Street,NB\
15973,Manhattan,2013,11,7,7,15,147,37314,POINT (992809.8 225504.7),CENTRAL PARK W,W 86 ST/86 ST TRANSVERSE,W 87 ST,SB\
19869,Brooklyn,2015,3,22,14,0,76,46404,POINT (1011307.3585259165 174287.8502807255),GLENWOOD ROAD,East 96 Street,Rockaway Parkway,EB\
15799,Manhattan,2013,12,5,23,30,87,34179,POINT (989767.1 213666.8),E 42 ST,5 AV/W 42 ST,MADISON AV,EB\
2941,Queens,2010,8,22,19,15,31,67511,POINT (1003161.8 213101.3),N/B HONEYWELL ST @ NORTHERN BLVD,39 AV/NORTHERN BLVD,DISTRICT BOUNDARY,NB\
18989,Manhattan,2014,12,8,7,0,14,33921,POINT (987657.8500733508 212924.6299008743),BROADWAY,Broadway Line,Broadway Line,SB\
27183,Queens,2017,6,7,11,45,146,146439,POINT (1018571.750288632 220495.44491998217),94 STREET,Grand Central Parkway Sr East,Grand Central Parkway,NB\
25771,Manhattan,2017,6,22,3,15,11,37536,POINT (996125.955685054 220717.776018401),EAST 77 STREET,2 Avenue,3 Avenue,WB\
28844,Staten Island,2019,1,27,21,0,1,4297,POINT (935885.3293388549 142013.69295718396),BARLOW AVENUE,Pompey Avenue,Drumgoole Road East,EB\
10473,Brooklyn,2012,7,2,10,30,0,164007,POINT (995444.2 197870.5),WILLIAMSBURG BR EXIT S 5 ST,S 5 ST/HAVEMEYER ST,WILLIAMSBURG BR/BQE EB EN WILLIAMSBURG BR,EB\
1171,Manhattan,2011,8,19,1,0,103,35869,POINT (989729.3 218846),CPS / W 59 ST,COLUMBUS CIRCLE,7 AV,EB\
23534,Staten Island,2016,6,11,22,30,55,109711,POINT (927963.6768923884 133094.25161156367),DRUMGOOLE ROAD EAST,Foster Road,Dead End,EB\
16734,Manhattan,2014,2,12,14,15,120,37275,POINT (991736 229133.2),WEST END AV,W 96 ST,W 97 ST,SB\
30153,Staten Island,2019,5,1,9,45,512,149198,POINT (937132.3664491847 145760.33531702144),FRESH KILLS BRIDGE,Richmond Avenue,Dead end,NB\
10275,Queens,2012,8,26,22,30,35,131591,POINT (1036898.1 202691.8),PARSONS BLVD,77 RD,78 AV,NB\
32417,Queens,2020,10,18,16,0,152,150549,POINT (1031410.0319844639 170718.59078955193),CROSS BAY BOULEVARD,Dead End,Connector,NB\
2333,Bronx,2009,10,23,21,15,26,81293,POINT (1017180.1 260560.6),N/B DEKALB AVE @ E GUN HILL RD,KOSSUTH AV,E GUN HILL RD,NB\
19086,Bronx,2015,1,12,16,0,107,158383,POINT (1005164.6631676456 240777.0420820593),EAST 161 STREET,Concourse Line,Concourse Line,WB\
25058,Queens,2016,12,19,20,15,87,81740,POINT (1021191.6066360146 208444.2801533577),JUNCTION BOULEVARD,55 Avenue,54 Avenue,NB\
23496,Brooklyn,2016,6,18,12,45,486,27822,POINT (991808.536008243 171100.03311379233),OCEAN PARKWAY,Cortelyou Road,Ditmas Avenue,SB\
21046,Manhattan,2015,10,21,2,15,184,155029,POINT (995960.5180401215 215551.52180909587),ED KOCH QUEENSBORO BRIDGE,East River West Channel Shl,Dead end,WB\
14245,Brooklyn,2013,4,25,19,30,207,29120,POINT (992269.7 183943.8),PROSPECT PARK W,CARROLL ST,PRESIDENT ST,SB\
26510,Brooklyn,2017,10,30,6,45,27,20337,POINT (989005.616984738 160688.71708165866),AVENUE P,West 10 Street,West 9 Street,WB\
1209,Manhattan,2011,8,13,18,0,203,37581,POINT (995280.9 224136.5),5 AV,E 87 ST,E 86 ST,SB\
23860,Manhattan,2016,10,16,22,45,773,155125,POINT (1001213.0949536328 225989.66892504378),F D R DRIVE,Dead End,Dead end,SB\
7734,Manhattan,2012,4,21,2,30,45,111222,POINT (1001120.6 246037.8),ST NICHOLAS AV,W 170 ST,W 169 ST/BROADWAY,NB\
12305,Manhattan,2010,3,19,5,45,26,165996,POINT (994509.1 220080.4),E 72ND ST BET PARK AVE & LEXINGTON AVE,LEXINGTON AV,PARK AV,WB\
17657,Manhattan,2014,7,26,6,0,13,165985,POINT (994033.4 220343.6),E 72 ST,MADISON AV,PARK AV,WB\
29804,Queens,2019,2,17,14,15,158,48923,POINT (1012698.918614935 197021.2080666183),FRESH POND ROAD,Woodbine Street,Madison Street,SB\
21783,Bronx,2015,10,12,13,15,25,69924,POINT (1005855.1464363414 234242.9806272801),EAST 139 STREET,Brook Avenue,Willis Avenue,WB\
24554,Brooklyn,2016,10,13,20,45,249,29521,POINT (996205.9100012602 184224.96642983134),ST JOHNS PLACE,Franklin Avenue,St Francis Place,EB\
7502,Queens,2008,3,15,18,45,183,148771,POINT (1059414.7 185026.9),W/B MERRICK BLVD@HOOK CREEK BLVD-244 ST,244 ST,HOOK CREEK BLVD,WB\
10933,Queens,2011,4,8,1,30,53,152001,POINT (1020260.2 203664),Woodhaven Blvd SB,Between 62nd Ave and 62nd Rd,62 RD,SB\
17415,Brooklyn,2014,6,17,22,30,100,28731,POINT (998589.7 177083.7),LINDEN BLVD,NOSTRAND AV,NEW YORK AV,WB\
31152,Manhattan,2019,10,19,19,45,361,34060,POINT (988574.5629697301 214147.88902404864),AVENUE OF THE AMERICAS,6 Avenue Line,42 Street Shuttle Line,NB\
24817,Queens,2016,11,21,20,0,1,67404,POINT (1002399.6930125363 214386.03208510354),38 AVENUE,27 Street,28 Street,EB\
8360,Brooklyn,2012,9,18,7,15,274,162137,POINT (985949 181980.1),PROSPECT AV,3 AV,4 AV,WB\
20752,Bronx,2015,6,28,6,15,50,81126,POINT (1012856.9714309911 268121.33361399674),BROADWAY,Henry Hudson Pkwy Et 23 N Sb,West 256 Street,NB\
26015,Bronx,2017,6,20,23,45,48,148398,POINT (1024451.4980741471 246173.34744608894),EAST TREMONT AVENUE,Purdy Street,Bronxdale Avenue,WB\
11181,Brooklyn,2012,11,7,11,0,87,44966,POINT (1006226.7 190218.9),BROADWAY,MONROE ST,WOODBINE ST,SB\
24497,Queens,2016,9,23,14,15,454,137222,POINT (1023242.0158914296 197567.06000342077),WOODHAVEN BOULEVARD,Dead End,Dead end,NB\
1217,Staten Island,2011,10,22,12,30,231,5491,POINT (939162 160772.7),RICHMOND AV,GREENTREE LA,VICTORY BLVD,SB\
21166,Queens,2015,10,7,20,30,56,128569,POINT (1006908.3976801478 196961.5846746579),CYPRESS AVENUE,Suydam Street,Alley,EB\
32417,Queens,2020,11,16,7,30,126,75406,POINT (1010386.9440453044 213534.1258776134),BROADWAY,55 Street,56 Street,WB\
27240,Queens,2017,11,11,17,30,26,91728,POINT (1035372.6135096179 219479.67337442053),33 AVENUE,150 Street,150 Place,WB\
28834,Brooklyn,2018,11,19,2,30,11,41763,POINT (1000250.3013091903 176509.8679119441),CHURCH AVENUE,East 37 Street,East 38 Street,EB\
21131,Bronx,2015,11,8,14,15,26,93870,POINT (1037763.07309841 235593.12806517334),PENNYFIELD AVENUE,Giegerich Place,Glennon Place,SB\
20488,Brooklyn,2015,6,3,21,30,65,46278,POINT (1010552.3403110867 175403.87168288807),ROCKAWAY AVENUE,Foster Avenue,Rockaway Parkway,NB\
19913,Queens,2014,11,4,2,0,59,76012,POINT (1013606.67575072 218396.31717093487),ASTORIA BOULEVARD,Brooklyn Queens Expwy Et 42 Eb,Astoria Boulevard South,EB\
24497,Queens,2016,9,23,11,0,249,156005,POINT (1026775.6880390445 188977.3663496602),WOODHAVEN BOULEVARD,97 Avenue,101 Avenue,SB\
12332,Manhattan,2009,11,18,6,15,53,38763,POINT (998978.5 236632.8),FR. DOUGLASS BLVD NB APPROACH TO W 135TH ST,W 134 ST,W 135 ST,NB\
10495,Brooklyn,2012,9,19,11,30,96,151221,POINT (1004913.8 162516),FLATBUSH AV,AV S,E 51 ST,NB\
7218,Manhattan,2010,11,25,12,30,9,145698,POINT (989396.6 205539.5),W/B E 14 ST (SERVICE) @ 1ST AVE,AVENUE A,BEND,WB\
19371,Bronx,2015,6,18,8,0,433,77772,POINT (1016140.4147655893 239106.0645904923),BRUCKNER BOULEVARD,Dead End,Bronx River Shoreline,WB\
26516,Bronx,2017,11,11,13,15,921,9013048,POINT (1009660.3551653499 247129.5863568152),CROSS BRONX EXPRESSWAY,Dead End,Weeks Avenue,EB\
30521,Brooklyn,2019,6,15,18,15,0,21086,POINT (984105.3387350225 173969.72070535278),8 AVENUE,44 Street,45 Street,EB\
9909,Bronx,2011,4,1,18,15,240,186008,POINT (1014483.6 238174.5),BRUCKNER BLVD SR APPROACH TO HUNTS POINT AVE,HUNTS PT AV,HOE AVE/E 163 ST,SB\
23910,Brooklyn,2016,7,24,14,15,140,157916,POINT (1001365.8097021712 152043.5264836256),EMMONS AVENUE,Lincoln Terrace,Nostrand Avenue,WB\
9146,Queens,2012,1,27,13,45,80,132790,POINT (1009581.7 207552.2),LAUREL HILL BOULEVARD,58 STREET,58 PLACE,WB\
24417,Bronx,2016,10,15,0,15,56,119365,POINT (1013476.052248687 261851.6655264078),VAN CORTLANDT AVENUE WEST,Dead End,Dead end,WB\
24687,Manhattan,2016,10,28,18,15,372,36162,POINT (992228.6308047005 217581.0425701979),MADISON AVENUE,East 59 Street,Astoria Line,NB\
8250,Bronx,2012,6,24,20,45,43,88911,POINT (1022111.4 262155.8),E 222 ST,CARPENTER AV,WHITE PLAINS RD,WB\
15917,Queens,2013,11,12,2,15,22,149178,POINT (1009518.1 209551.9),QUEENS BLVD,58 ST,56 ST,EB\
28834,Brooklyn,2018,11,18,10,0,88,41367,POINT (1007031.7789871042 167299.15376331616),RALPH AVENUE,Avenue K,Avenue L,SB\
9319,Queens,2012,2,2,12,15,102,56882,POINT (1036245.3 195241.9),JAMAICA AVENUE,139 STREET,143 STREET,WB\
31064,Queens,2019,9,24,1,30,4,275873,POINT (1026965.581748355 194913.61354219733),MYRTLE AVENUE,Freedom Drive,Memorial Drive,WB\
26511,Bronx,2018,1,24,11,0,106,70607,POINT (1009931.9274748311 239383.04285704112),EAST 163 STREET,Eagle Avenue,Cauldwell Avenue,EB\
8965,Queens,2012,5,30,6,15,5,128819,POINT (1016776.4 194858.6),69 ST,MYRTLE AV,COOPER AV,SB\
23595,Brooklyn,2016,6,10,23,45,265,24275,POINT (987899.1061754895 194149.33846536776),JAY STREET,Houston/essex Street Line,High Street,NB\
22552,Queens,2016,3,11,3,15,12,156732,POINT (1039752.9028445978 202761.48775095356),UNION TURNPIKE,168 Street,169 Street,EB\
26512,Staten Island,2017,9,13,4,0,5,114953,POINT (961692.8354642045 167845.31199939348),VAN DUZER STREET,Court Street,Dead end,EB\
28260,Manhattan,2018,6,4,17,45,32,34607,POINT (990661.0800485675 204059.72556543516),AVENUE C,East 11 Street,East 12 Street,NB\
20429,Queens,2015,6,18,17,15,51,67980,POINT (1007698.1003008237 213965.83524490442),47 STREET,34 Avenue,Northern Boulevard,SB\
2305,Queens,2009,10,15,1,0,1,92293,POINT (1033200.7 220714),W/B 29 AVE @ PARSONS BLVD,PARSONS BLVD,146 ST,WB\
16734,Manhattan,2014,2,23,23,0,0,118752,POINT (991242.5 228926.4),W 95 ST,WEST END AV,RIVERSIDE DR,EB\
18393,Queens,2014,9,29,12,0,221,149817,POINT (1014967.0875792732 208486.64278461906),CONNECTOR,Queens Boulevard,Amtrak-connecting Rail Line,EB\
23870,Queens,2016,10,1,8,15,71,153067,POINT (1018798.3223597708 214295.98447664815),34 AVENUE,92 Street,93 Street,WB\
26515,Brooklyn,2017,10,1,16,45,125,26932,POINT (993410.4952011422 169912.50748845667),CONEY ISLAND AVENUE,Parkville Avenue,Foster Avenue,SB\
2770,Brooklyn,2010,9,4,6,0,41,30644,POINT (995088.5 191836.6),N/B CLASSON AVE @ MYRTLE AVE,WILLOUGHBY AV,MYRTLE AV,NB\
14300,Bronx,2013,6,9,16,15,105,69779,POINT (1005284.8 234237.3),E 138 ST,ALEXANDER AV,WILLIS AV,EB\
24893,Manhattan,2016,10,21,15,45,643,9009495,POINT (986159.4238226896 221073.45768356326),12 AVENUE,Dead End,Dead end,SB\
18053,Queens,2014,10,18,13,15,545,134878,POINT (1029106.1078566577 182550.39027332602),NORTH CONDUIT AVENUE,Dead End,Dead end,WB\
26974,Brooklyn,2017,10,18,22,0,21,22817,POINT (989010.3102184646 188384.2557635566),BERGEN STREET,Nevins Street,3 Avenue,WB\
7478,Bronx,2010,4,27,18,45,820,141634,POINT (1015708.4 270074.8),N/B HENRY HUDSON PKWY @ CITY LINE,BOROUGH BOUNDARY,DEAD END,NB\
30153,Bronx,2019,5,1,16,45,689,9014579,POINT (1016270.1561948898 239132.68761839386),BRUCKNER BOULEVARD,Dead End,Bronx River Shoreline,WB\
17523,Queens,2014,6,25,10,0,133,66626,POINT (1006432.1 203845),56 RD,48 ST,49 ST,WB\
6806,Staten Island,2012,1,9,12,30,28,2984,POINT (932321 136268.9),DRUMGOOLE ROAD WEST,LAMONT AVENUE,HEENAN AVENUE,WB\
28834,Brooklyn,2018,11,10,13,15,65,43320,POINT (1003871.152262813 188446.53483650374),MALCOLM X BOULEVARD,Halsey Street,Macon Street,SB\
19470,Queens,2015,4,29,17,30,143,177617,POINT (1029021.8849489625 215159.88319825017),ROOSEVELT AVENUE BRIDGE,Flushing Line,Flushing Line,WB\
30703,Brooklyn,2019,6,14,0,30,105,192045,POINT (984492.0630386647 156714.5297836049),BAY PARKWAY,Cropsey Avenue,Belt Parkway Wb Bay Parkway En,SB\
22552,Queens,2016,3,9,6,15,11,179198,POINT (1039718.8890971537 202464.5204064168),168 STREET,Union Turnpike,81 Avenue,NB\
19766,Brooklyn,2015,3,11,12,45,211,25616,POINT (993995.7339416097 154986.10217865705),OCEAN PARKWAY,Dead End,Dead end,SB\
21795,Queens,2015,10,22,20,45,12,83650,POINT (1024236.3215864581 215632.48191009503),114 STREET,Astoria Boulevard,Northern Boulevard,SB\
30153,Bronx,2019,5,4,17,30,398,178192,POINT (1027844.9614644952 241100.97113483778),UNION PORT BRIDGE,Dead End,Dead end,WB\
3406,Staten Island,2009,7,8,15,45,132,12536,POINT (951483.2 164525.9),S/B SLOSSON AVE @ RICE AVE,UTTER AV,RICE AV,SB\
19492,Queens,2015,3,28,23,15,12,45171,POINT (1007425.539004427 196893.84837379146),DE KALB AVENUE,Cypress Avenue,Seneca Avenue,SB\
28591,Bronx,2017,11,5,14,0,268,194053,POINT (1027318.8418387494 251666.49679973404),PELHAM PARKWAY,Connector,Eastchester Road,EB\
11575,Manhattan,2012,10,5,17,0,346,34654,POINT (990644.8 208552.5),1 AV,E 26 ST,E 27 ST,NB\
9698,Bronx,2011,3,10,21,15,77,86538,POINT (1025823.5 240442.1),CASTLE HILL AVE BW QUIMBY &HOUGHTON AVE/BRUCKNER BL,QUIMBY AV,BRUCKNER BLVD,NB\
12447,Queens,2011,2,11,19,45,53,54628,POINT (1030347.1 186677.7),CNTERVILLE ST APPROACH TO ROCKAWAY BLVD,106 ST,ROCKAWAY BLVD,SB\
29360,Manhattan,2018,11,10,5,45,10,38793,POINT (998456.5814121764 239563.84988378992),HAMILTON PLACE,Amsterdam Avenue,West 143 Street,SB\
21166,Brooklyn,2015,10,14,21,30,12,18852,POINT (986076.1785623948 154672.4390510297),SHORE PARKWAY,Bay 40 Street,Bay 41 Street,NB\
22812,Brooklyn,2016,3,1,14,30,156,152518,POINT (1004851.0061054383 199443.638312843),METROPOLITAN AVENUE,Gardner Avenue,Dead end,WB\
20328,Manhattan,2015,5,16,3,15,24,158830,POINT (996063.3269821303 223378.03333751886),PARK AVENUE,East 85 Street,East 86 Street,NB\
20433,Manhattan,2015,5,30,9,0,229,32952,POINT (987873.935974393 206563.07722366683),3 AVENUE,East 15 Street,14 Street/canarsie Line,NB\
11575,Manhattan,2012,10,1,18,15,99,70873,POINT (1001242.3 244432.4),AMSTERDAM AVENUE,WEST 164 STREET,WEST 165 STREET,SB\
17413,Brooklyn,2014,6,11,3,15,9,109856,POINT (995092.9 180810.5),WASHINGTON AV,EMPIRE BLVD,FRANKLIN AV,NB\
25941,Brooklyn,2016,9,20,2,30,9,142608,POINT (982885.5267552553 187115.3099568278),GOWANUS EXPWY WB EN HAMILTON AVE,Hamilton Avenue,Hugh L Carey Tunnel Approach,SB\
21695,Queens,2015,10,1,11,45,52,73845,POINT (1011926.5131678395 205824.8298405756),65 PLACE,62 Street,53 Avenue,SB\
19023,Queens,2014,12,13,16,30,109,157242,POINT (1054383.1294683444 156275.08650889446),SEAGIRT BOULEVARD,Dead end,Beach 13 Street,EB\
29360,Manhattan,2018,11,2,21,45,15,9003328,POINT (997194.2392441295 237464.25847931163),WEST 134 STREET,Amsterdam Avenue,Dead end,EB\
32417,Queens,2020,10,10,12,30,394,134660,POINT (1023202.0766795211 198006.9537900064),WOODHAVEN BOULEVARD,Dead End,Dead end,NB\
14708,Staten Island,2013,6,17,23,0,52,6829,POINT (943968.4 147683.9),RICHMOND RD,COURT PL,ST PATRICKS PL/PICADILLY PL,EB\
14806,Manhattan,2013,7,25,19,45,69,37088,POINT (990515.6 222292.2),WEST 72 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,WB\
16886,Manhattan,2014,5,9,16,45,275,34338,POINT (987872.8 220304.7),AMSTERDAM AV,W 60 ST,W 61 ST,NB\
3100,Queens,2009,9,17,13,45,82,169150,POINT (1027293.4 187160.2),E/B LIBERTY AVE @ 94 ST,94 ST,CROSS BAY BLVD,EB\
21131,Bronx,2016,3,25,19,0,8,88159,POINT (1025316.1230880768 250989.51363911724),NEILL AVENUE,Tenbroeck Avenue,Narragansett Avenue,WB\
14170,Brooklyn,2013,5,21,2,0,7,30373,POINT (993434.8 195755.7),KENT AV,CLYMER ST/WASHINGTON AVE,TAYLOR ST,NB\
21109,Queens,2015,9,30,4,30,19,45405,POINT (1009603.1383350252 194265.1308843546),MYRTLE AVENUE,Madison Street,St Nicholas Avenue,WB\
11539,Bronx,2013,1,18,8,0,587,140302,POINT (1016743.6 243409.3),SHERIDAN EXWY,E 174 ST,SHERIDAN EXWY SB EXIT,SB\
27437,Queens,2018,2,14,4,30,16,189355,POINT (1000914.1975395248 212814.61411936244),QUEENS PLAZA NORTH,Dead end,Crescent Street,WB\
16721,Queens,2014,2,20,3,15,0,76373,POINT (1016137.5 214585.7),NORTHERN BLVD,82 ST,83 ST,WB\
30530,Bronx,2019,9,22,12,15,171,222121,POINT (1021456.9123385652 258847.13335142093),EAST GUN HILL ROAD,Gun Hill Houses Pedestrian Path,Dead end,EB\
25939,Brooklyn,2016,9,30,12,0,112,23631,POINT (984234.2935597923 190836.62310665575),COLUMBIA STREET,Brooklyn Queens Expwy Et 27 Wb,Brooklyn Queens Expwy Et 27 Wb,SB\
10525,Queens,2012,10,26,2,30,6,75435,POINT (1010286.1 215133.6),31 AV,55 ST/PEDESTRIAN PATH,56 ST/PEDESTRIAN PATH,WB\
30856,Queens,2019,9,21,21,0,143,155559,POINT (1053874.7110838096 156252.08184847687),SEAGIRT BOULEVARD,Beach 14 Street,Beach 16 Street,WB\
22997,Manhattan,2016,3,18,4,30,21,69288,POINT (1002339.3920997066 231915.1280318222),EAST 125 STREET,3 Avenue,2 Avenue,WB\
15296,Manhattan,2013,6,23,21,30,106,158733,POINT (999140.2 242429),BROADWAY,W 153 ST,W 155 ST,NB\
29305,Manhattan,2018,10,25,21,45,18,35925,POINT (991636.5400681045 211334.2307539822),QUEENS MIDTOWN TUNNEL APPROACH,East 38 Street,East 37 Street,NB\
8317,Queens,2012,4,26,12,30,564,136584,POINT (1056408.2 170930.4),ROCKAWAY BLVD,HOOK CREEK BR,BROOKVILLE BLVD,NB\
25682,Bronx,2017,4,28,19,45,47,77668,POINT (1015268.2315679645 233055.802051326),VIELE AVENUE,Casanova Street,Barretto Street,EB\
26799,Brooklyn,2017,5,14,19,15,39,22514,POINT (986957.8718474404 185618.57423425745),3 STREET BRIDGE,3 Street,3 Street,EB\
26114,Bronx,2017,6,25,3,30,27,103857,POINT (1016617.8153421074 248268.68254307937),EAST 182 STREET,Bronx Park South,Southern Boulevard,WB\
21231,Bronx,2015,9,20,7,45,31,72026,POINT (1007729.278291613 246705.41955253115),JEROME AVENUE,Goble Place,East Mt Eden Avenue,SB\
26599,Brooklyn,2017,11,11,21,15,163,25484,POINT (993654.2206124538 158335.2541991224),OCEAN PARKWAY,Avenue S,Avenue T,NB\
26015,Bronx,2017,6,25,18,15,118,87447,POINT (1020414.3312705315 250432.31464840943),BRONX PARK EAST,Maran Place,Lydig Avenue,NB\
23067,Brooklyn,2016,4,7,1,30,0,66014,POINT (1001677.5641512867 202818.5441632503),ANTHONY STREET,Vandervoort Avenue,Porter Avenue,EB\
20328,Manhattan,2015,5,10,11,45,203,37081,POINT (990836.4997926984 221943.97955626674),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,NB\
20328,Manhattan,2015,5,10,18,30,133,37312,POINT (992672.637430966 225256.84990575063),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,SB\
26108,Brooklyn,2016,10,19,15,15,176,186094,POINT (997021.397720243 152385.275146346),BELT PARKWAY EB EN E 14 ST,Dead End,Belt Parkway,EB\
7255,Brooklyn,2010,5,3,5,30,95,158322,POINT (988116.6 151254.3),N/B CROPSEY AVE BRIDGE @ BAY 54 ST,CROPSEY AV/BAY 54 ST,BODY OF WATER,NB\
8360,Brooklyn,2012,9,18,17,15,14,162063,POINT (985934.2 180664.5),20 ST,5 AV,4 AV,EB\
20900,Brooklyn,2015,7,15,3,30,0,44001,POINT (1009578.8246936011 182905.76763347196),BELMONT AVENUE,Thatford Avenue,Osborn Street,EB\
17985,Manhattan,2014,10,17,2,15,0,35876,POINT (990777.1711153308 218410.65526184792),CENTER DRIVE,63 Street Line,Dead end,NB\
18080,Bronx,2014,9,16,23,30,42,69836,POINT (1005256.5055243747 237209.25342218392),EAST 149 STREET,Park Avenue,Morris Avenue,EB\
27357,Queens,2017,12,9,5,15,74,76052,POINT (1014369.4981296181 211396.04643328773),ROOSEVELT AVENUE,75 Street,74 Street,WB\
17737,Manhattan,2014,8,5,16,15,348,137238,POINT (981038.4 194886.7),FDR DR VI,F D R DR,SOUTH ST,SB\
18613,Queens,2014,10,24,8,0,126,75435,POINT (1010286.1 215133.6),31 AV,55 ST/PEDESTRIAN PATH,56 ST/PEDESTRIAN PATH,WB\
23673,Manhattan,2016,6,14,15,15,220,32268,POINT (984027.0702565313 207783.98624428728),7 AVENUE,7 Avenue South,Broadway/ 7 Avenue Line,SB\
26601,Queens,2018,4,13,9,0,130,66455,POINT (1005298.7842755888 204224.96004062155),56 ROAD,Dead End,Dead end,WB\
28161,Staten Island,2018,6,23,18,15,32,11918,POINT (957967.917063226 152736.80302843553),BUEL AVENUE,Husson Street,Hylan Boulevard,WB\
